rank,pattern,contains_11,avoids_11
111,12386574,84193,39832607
112,12386745,84019,39832781
113,12386754,84018,39832782
114,12387456,84022,39832778
115,12387465,84110,39832690
116,12387546,84108,39832692
117,12387564,84018,39832782
118,12387645,84017,39832783
119,12387654,83923,39832877
120,12435678,83922,39832878
121,12435687,83922,39832878
122,12435768,83921,39832879
123,12435786,84011,39832789
124,12435867,84011,39832789
125,12435876,83922,39832878
126,12436578,83921,39832879
127,12436587,83921,39832879
128,12436758,84097,39832703
129,12436785,84019,39832781
130,12436857,84099,39832701
131,12436875,84101,39832699
132,12437568,84097,39832703
133,12437586,84099,39832701
134,12437658,83921,39832879
135,12437685,84101,39832699
136,12437856,84018,39832782
137,12437865,84017,39832783
138,12438567,84019,39832781
139,12438576,84101,39832699
140,12438657,84101,39832699
141,12438675,84015,39832785
142,12438756,84017,39832783
143,12438765,83922,39832878
144,12453678,84101,39832699
145,12453687,84101,39832699
146,12453768,84101,39832699
147,12453786,84113,39832687
148,12453867,84113,39832687
149,12453876,84101,39832699
150,12456378,84115,39832685
151,12456387,84115,39832685
152,12456738,84111,39832689
153,12456783,84019,39832781
154,12456837,84290,39832510
155,12456873,84110,39832690
156,12457368,84368,39832432
157,12457386,84379,39832421
158,12457638,84203,39832597
159,12457683,84111,39832689
160,12457836,84297,39832503
161,12457863,84203,39832597
162,12458367,84304,39832496
163,12458376,84294,39832506
164,12458637,84381,39832419
165,12458673,84201,39832599
166,12458736,84303,39832497
167,12458763,84115,39832685
168,12463578,84190,39832610
169,12463587,84190,39832610
170,12463758,84366,39832434
171,12463785,84375,39832425
172,12463857,84375,39832425
173,12463875,84373,39832427
174,12465378,84194,39832606
175,12465387,84194,39832606
176,12465738,84201,39832599
177,12465783,84111,39832689
178,12465837,84293,39832507
179,12465873,84112,39832688
180,12467358,84293,39832507
181,12467385,84299,39832501
182,12467538,84289,39832511
183,12467583,84283,39832517
184,12467835,84202,39832598
185,12467853,84201,39832599
186,12468357,84379,39832421
187,12468375,84466,39832334
188,12468537,84465,39832335
189,12468573,84285,39832515
190,12468735,84293,39832507
191,12468753,84287,39832513
192,12473568,84368,39832432
193,12473586,84454,39832346
194,12473658,84281,39832519
195,12473685,84458,39832342
196,12473856,84375,39832425
197,12473865,84378,39832422
198,12475368,84457,39832343
199,12475386,84462,39832338
200,12475638,84291,39832509
201,12475683,84286,39832514
202,12475836,84463,39832337
203,12475863,84285,39832515
204,12476358,84371,39832429
205,12476385,84390,39832410
206,12476538,84198,39832602
207,12476583,84116,39832684
208,12476835,84296,39832504
209,12476853,84287,39832513
210,12478356,84296,39832504
211,12478365,84298,39832502
212,12478536,84385,39832415
213,12478563,84204,39832596
214,12478635,84297,39832503
215,12478653,84203,39832597
216,12483567,84286,39832514
217,12483576,84293,39832507
218,12483657,84289,39832511
219,12483675,84292,39832508
220,12483756,84289,39832511
221,12483765,84196,39832604
222,12485367,84381,39832419
223,12485376,84385,39832415
224,12485637,84387,39832413
225,12485673,84202,39832598
226,12485736,84465,39832335
227,12485763,84289,39832511
228,12486357,84465,39832335
229,12486375,84463,39832337
230,12486537,84387,39832413
231,12486573,84291,39832509
232,12486735,84293,39832507
233,12486753,84201,39832599
234,12487356,84303,39832497
235,12487365,84297,39832503
236,12487536,84381,39832419
237,12487563,84203,39832597
238,12487635,84290,39832510
239,12487653,84108,39832692
240,12534678,84101,39832699
241,12534687,84101,39832699
242,12534768,84101,39832699
243,12534786,84113,39832687
244,12534867,84113,39832687
245,12534876,84101,39832699
246,12536478,84190,39832610
247,12536487,84190,39832610
248,12536748,84368,39832432
249,12536784,84286,39832514
250,12536847,84454,39832346
251,12536874,84293,39832507
252,12537468,84366,39832434
253,12537486,84375,39832425
254,12537648,84281,39832519
255,12537684,84289,39832511
256,12537846,84375,39832425
257,12537864,84289,39832511
258,12538467,84375,39832425
259,12538476,84373,39832427
260,12538647,84458,39832342
261,12538674,84292,39832508
262,12538746,84378,39832422
263,12538764,84196,39832604
264,12543678,83922,39832878
265,12543687,83922,39832878
266,12543768,83921,39832879
267,12543786,84012,39832788
268,12543867,84012,39832788
269,12543876,83922,39832878
270,12546378,84194,39832606
271,12546387,84194,39832606
272,12546738,84203,39832597
273,12546783,84110,39832690
274,12546837,84297,39832503
275,12546873,84117,39832683
276,12547368,84281,39832519
277,12547386,84375,39832425
278,12547638,84204,39832596
279,12547683,84112,39832688
280,12547836,84298,39832502
281,12547863,84205,39832595
282,12548367,84292,39832508
283,12548376,84202,39832598
284,12548637,84385,39832415
285,12548673,84205,39832595
286,12548736,84296,39832504
287,12548763,84115,39832685
288,12563478,84113,39832687
289,12563487,84113,39832687
290,12563748,84293,39832507
291,12563784,84300,39832500
292,12563847,84382,39832418
293,12563874,84301,39832499
294,12564378,84111,39832689
295,12564387,84111,39832689
296,12564738,84289,39832511
297,12564783,84207,39832593
298,12564837,84297,39832503
299,12564873,84209,39832591
300,12567348,84117,39832683
301,12567384,84205,39832595
302,12567438,84117,39832683
303,12567483,84204,39832596
304,12567834,84022,39832778
305,12567843,84022,39832778
306,12568347,84299,39832501
307,12568374,84386,39832414
308,12568437,84306,39832494
309,12568473,84376,39832424
310,12568734,84117,39832683
311,12568743,84117,39832683
312,12573468,84293,39832507
313,12573486,84382,39832418
314,12573648,84373,39832427
315,12573684,84467,39832333
316,12573846,84385,39832415
317,12573864,84470,39832330
318,12574368,84371,39832429
319,12574386,84381,39832419
320,12574638,84285,39832515
321,12574683,84289,39832511
322,12574836,84468,39832332
323,12574863,84378,39832422
324,12576348,84208,39832592
325,12576384,84300,39832500
326,12576438,84202,39832598
327,12576483,84291,39832509
328,12576834,84115,39832685
329,12576843,84115,39832685
330,12578346,84208,39832592
331,12578364,84381,39832419
332,12578436,84297,39832503
333,12578463,84288,39832512
334,12578634,84201,39832599
335,12578643,84201,39832599
336,12583467,84300,39832500
337,12583476,84301,39832499
338,12583647,84467,39832333
339,12583674,84394,39832406
340,12583746,84470,39832330
341,12583764,84299,39832501
342,12584367,84302,39832498
343,12584376,84295,39832505
344,12584637,84469,39832331
345,12584673,84375,39832425
346,12584736,84379,39832421
347,12584763,84297,39832503
348,12586347,84388,39832412
349,12586374,84466,39832334
350,12586437,84384,39832416
351,12586473,84461,39832339
352,12586734,84201,39832599
353,12586743,84201,39832599
354,12587346,84297,39832503
355,12587364,84383,39832417
356,12587436,84307,39832493
357,12587463,84372,39832428
358,12587634,84119,39832681
359,12587643,84117,39832683
360,12634578,84115,39832685
361,12634587,84115,39832685
362,12634758,84368,39832432
363,12634785,84304,39832496
364,12634857,84379,39832421
365,12634875,84294,39832506
366,12635478,84194,39832606
367,12635487,84194,39832606
368,12635748,84457,39832343
369,12635784,84381,39832419
370,12635847,84462,39832338
371,12635874,84385,39832415
372,12637458,84293,39832507
373,12637485,84379,39832421
374,12637548,84371,39832429
375,12637584,84465,39832335
376,12637845,84296,39832504
377,12637854,84303,39832497
378,12638457,84299,39832501
379,12638475,84466,39832334
380,12638547,84390,39832410
381,12638574,84463,39832337
382,12638745,84298,39832502
383,12638754,84297,39832503
384,12643578,84194,39832606
385,12643587,84194,39832606
386,12643758,84281,39832519
387,12643785,84292,39832508
388,12643857,84375,39832425
389,12643875,84202,39832598
390,12645378,84108,39832692
391,12645387,84108,39832692
392,12645738,84291,39832509
393,12645783,84205,39832595
394,12645837,84300,39832500
395,12645873,84209,39832591
396,12647358,84373,39832427
397,12647385,84468,39832332
398,12647538,84285,39832515
399,12647583,84289,39832511
400,12647835,84384,39832416
401,12647853,84374,39832426
402,12648357,84468,39832332
403,12648375,84384,39832416
404,12648537,84465,39832335
405,12648573,84377,39832423
406,12648735,84381,39832419
407,12648753,84290,39832510
408,12653478,84111,39832689
409,12653487,84111,39832689
410,12653748,84371,39832429
411,12653784,84302,39832498
412,12653847,84381,39832419
413,12653874,84295,39832505
414,12654378,83922,39832878
415,12654387,83922,39832878
416,12654738,84198,39832602
417,12654783,84115,39832685
418,12654837,84199,39832601
419,12654873,84115,39832685
420,12657348,84208,39832592
421,12657384,84297,39832503
422,12657438,84202,39832598
423,12657483,84289,39832511
424,12657834,84117,39832683
425,12657843,84117,39832683
426,12658347,84301,39832499
427,12658374,84383,39832417
428,12658437,84298,39832502
429,12658473,84292,39832508
430,12658734,84118,39832682
431,12658743,84118,39832682
432,12673458,84117,39832683
433,12673485,84299,39832501
434,12673548,84208,39832592
435,12673584,84388,39832412
436,12673845,84208,39832592
437,12673854,84297,39832503
438,12674358,84208,39832592
439,12674385,84301,39832499
440,12674538,84112,39832688
441,12674583,84208,39832592
442,12674835,84380,39832420
443,12674853,84288,39832512
444,12675348,84121,39832679
445,12675384,84301,39832499
446,12675438,84107,39832693
447,12675483,84207,39832593
448,12675834,84202,39832598
449,12675843,84200,39832600
450,12678345,84022,39832778
451,12678354,84112,39832688
452,12678435,84112,39832688
453,12678453,84023,39832777
454,12678534,84024,39832776
455,12678543,84022,39832778
456,12683457,84205,39832595
457,12683475,84386,39832414
458,12683547,84300,39832500
459,12683574,84466,39832334
460,12683745,84381,39832419
461,12683754,84383,39832417
462,12684357,84297,39832503
463,12684375,84383,39832417
464,12684537,84297,39832503
465,12684573,84291,39832509
466,12684735,84381,39832419
467,12684753,84370,39832430
468,12685347,84301,39832499
469,12685374,84462,39832338
470,12685437,84289,39832511
471,12685473,84376,39832424
472,12685734,84200,39832600
473,12685743,84196,39832604
474,12687345,84112,39832688
475,12687354,84125,39832675
476,12687435,84125,39832675
477,12687453,84113,39832687
478,12687534,84113,39832687
479,12687543,84110,39832690
480,12734568,84111,39832689
481,12734586,84290,39832510
482,12734658,84203,39832597
483,12734685,84381,39832419
484,12734856,84297,39832503
485,12734865,84303,39832497
486,12735468,84201,39832599
487,12735486,84293,39832507
488,12735648,84291,39832509
489,12735684,84387,39832413
490,12735846,84463,39832337
491,12735864,84465,39832335
492,12736458,84289,39832511
493,12736485,84465,39832335
494,12736548,84198,39832602
495,12736584,84387,39832413
496,12736845,84385,39832415
497,12736854,84381,39832419
498,12738456,84202,39832598
499,12738465,84293,39832507
500,12738546,84296,39832504
501,12738564,84293,39832507
502,12738645,84297,39832503
503,12738654,84290,39832510
504,12743568,84203,39832597
505,12743586,84297,39832503
506,12743658,84204,39832596
507,12743685,84385,39832415
508,12743856,84298,39832502
509,12743865,84296,39832504
510,12745368,84291,39832509
511,12745386,84300,39832500
512,12745638,84120,39832680
513,12745683,84206,39832594
514,12745836,84394,39832406
515,12745863,84375,39832425
516,12746358,84285,39832515
517,12746385,84465,39832335
518,12746538,84286,39832514
519,12746583,84295,39832505
520,12746835,84466,39832334
521,12746853,84461,39832339
522,12748356,84384,39832416
523,12748365,84381,39832419
524,12748536,84466,39832334
525,12748563,84291,39832509
526,12748635,84462,39832338
527,12748653,84376,39832424
528,12753468,84289,39832511
529,12753486,84297,39832503
530,12753648,84285,39832515
531,12753684,84469,39832331
532,12753846,84468,39832332
533,12753864,84379,39832421
534,12754368,84198,39832602
535,12754386,84199,39832601
536,12754638,84286,39832514
537,12754683,84293,39832507
538,12754836,84302,39832498
539,12754863,84297,39832503
540,12756348,84112,39832688
541,12756384,84297,39832503
542,12756438,84110,39832690
543,12756483,84205,39832595
544,12756834,84202,39832598
545,12756843,84202,39832598
546,12758346,84380,39832420
547,12758364,84381,39832419
548,12758436,84381,39832419
549,12758463,84373,39832427
550,12758634,84200,39832600
551,12758643,84198,39832602
552,12763458,84117,39832683
553,12763485,84306,39832494
554,12763548,84202,39832598
555,12763584,84384,39832416
556,12763845,84297,39832503
557,12763854,84307,39832493
558,12764358,84202,39832598
559,12764385,84298,39832502
560,12764538,84110,39832690
561,12764583,84207,39832593
562,12764835,84381,39832419
563,12764853,84370,39832430
564,12765348,84107,39832693
565,12765384,84289,39832511
566,12765438,83922,39832878
567,12765483,84109,39832691
568,12765834,84119,39832681
569,12765843,84116,39832684
570,12768345,84112,39832688
571,12768354,84125,39832675
572,12768435,84125,39832675
573,12768453,84113,39832687
574,12768534,84113,39832687
575,12768543,84108,39832692
576,12783456,84022,39832778
577,12783465,84117,39832683
578,12783546,84115,39832685
579,12783564,84201,39832599
580,12783645,84201,39832599
581,12783654,84119,39832681
582,12784356,84117,39832683
583,12784365,84118,39832682
584,12784536,84202,39832598
585,12784563,84023,39832777
586,12784635,84200,39832600
587,12784653,84198,39832602
588,12785346,84202,39832598
589,12785364,84200,39832600
590,12785436,84119,39832681
591,12785463,84198,39832602
592,12785634,84019,39832781
593,12785643,84021,39832779
594,12786345,84024,39832776
595,12786354,84113,39832687
596,12786435,84113,39832687
597,12786453,84023,39832777
598,12786534,84024,39832776
599,12786543,84017,39832783
600,12834567,84019,39832781
601,12834576,84110,39832690
602,12834657,84111,39832689
603,12834675,84201,39832599
604,12834756,84203,39832597
605,12834765,84115,39832685
606,12835467,84111,39832689
607,12835476,84112,39832688
608,12835647,84286,39832514
609,12835674,84202,39832598
610,12835746,84285,39832515
611,12835764,84289,39832511
612,12836457,84283,39832517
613,12836475,84285,39832515
614,12836547,84116,39832684
615,12836574,84291,39832509
616,12836745,84204,39832596
617,12836754,84203,39832597
618,12837456,84201,39832599
619,12837465,84287,39832513
620,12837546,84287,39832513
621,12837564,84201,39832599
622,12837645,84203,39832597
623,12837654,84108,39832692
624,12843567,84110,39832690
625,12843576,84117,39832683
626,12843657,84112,39832688
627,12843675,84205,39832595
628,12843756,84205,39832595
629,12843765,84115,39832685
630,12845367,84205,39832595
631,12845376,84209,39832591
632,12845637,84206,39832594
633,12845673,84023,39832777
634,12845736,84375,39832425
635,12845763,84204,39832596
636,12846357,84289,39832511
637,12846375,84377,39832423
638,12846537,84295,39832505
639,12846573,84201,39832599
640,12846735,84291,39832509
641,12846753,84287,39832513
642,12847356,84374,39832426
643,12847365,84290,39832510
644,12847536,84461,39832339
645,12847563,84287,39832513
646,12847635,84376,39832424
647,12847653,84204,39832596
648,12853467,84207,39832593
649,12853476,84209,39832591
650,12853647,84289,39832511
651,12853674,84375,39832425
652,12853746,84378,39832422
653,12853764,84297,39832503
654,12854367,84115,39832685
655,12854376,84115,39832685
656,12854637,84293,39832507
657,12854673,84204,39832596
658,12854736,84297,39832503
659,12854763,84206,39832594
660,12856347,84208,39832592
661,12856374,84291,39832509
662,12856437,84207,39832593
663,12856473,84287,39832513
664,12856734,84023,39832777
665,12856743,84023,39832777
666,12857346,84288,39832512
667,12857364,84370,39832430
668,12857436,84370,39832430
669,12857463,84279,39832521
670,12857634,84198,39832602
671,12857643,84196,39832604
672,12863457,84204,39832596
673,12863475,84376,39832424
674,12863547,84291,39832509
675,12863574,84461,39832339
676,12863745,84288,39832512
677,12863754,84372,39832428
678,12864357,84289,39832511
679,12864375,84292,39832508
680,12864537,84205,39832595
681,12864573,84287,39832513
682,12864735,84373,39832427
683,12864753,84279,39832521
684,12865347,84207,39832593
685,12865374,84376,39832424
686,12865437,84109,39832691
687,12865473,84207,39832593
688,12865734,84198,39832602
689,12865743,84197,39832603
690,12867345,84023,39832777
691,12867354,84113,39832687
692,12867435,84113,39832687
693,12867453,84018,39832782
694,12867534,84023,39832777
695,12867543,84018,39832782
696,12873456,84022,39832778
697,12873465,84117,39832683
698,12873546,84115,39832685
699,12873564,84201,39832599
700,12873645,84201,39832599
701,12873654,84117,39832683
702,12874356,84117,39832683
703,12874365,84118,39832682
704,12874536,84202,39832598
705,12874563,84023,39832777
706,12874635,84198,39832602
707,12874653,84196,39832604
708,12875346,84200,39832600
709,12875364,84196,39832604
710,12875436,84116,39832684
711,12875463,84197,39832603
712,12875634,84021,39832779
713,12875643,84020,39832780
714,12876345,84022,39832778
715,12876354,84110,39832690
716,12876435,84108,39832692
717,12876453,84018,39832782
718,12876534,84017,39832783
719,12876543,83923,39832877
720,13245678,83922,39832878
721,13245687,83922,39832878
722,13245768,83921,39832879
723,13245786,84011,39832789
724,13245867,84011,39832789
725,13245876,83922,39832878
726,13246578,83921,39832879
727,13246587,83921,39832879
728,13246758,84096,39832704
729,13246785,84018,39832782
730,13246857,84098,39832702
731,13246875,84100,39832700
732,13247568,84096,39832704
733,13247586,84098,39832702
734,13247658,83921,39832879
735,13247685,84100,39832700
736,13247856,84017,39832783
737,13247865,84016,39832784
738,13248567,84018,39832782
739,13248576,84100,39832700
740,13248657,84100,39832700
741,13248675,84014,39832786
742,13248756,84016,39832784
743,13248765,83922,39832878
744,13254678,83921,39832879
745,13254687,83921,39832879
746,13254768,83920,39832880
747,13254786,84011,39832789
748,13254867,84011,39832789
749,13254876,83921,39832879
750,13256478,84101,39832699
751,13256487,84101,39832699
752,13256748,84111,39832689
753,13256784,84019,39832781
754,13256847,84279,39832521
755,13256874,84110,39832690
756,13257468,84186,39832614
757,13257486,84277,39832523
758,13257648,84190,39832610
759,13257684,84108,39832692
760,13257846,84197,39832603
761,13257864,84194,39832606
762,13258467,84275,39832525
763,13258476,84191,39832609
764,13258647,84364,39832436
765,13258674,84194,39832606
766,13258746,84279,39832521
767,13258764,84108,39832692
768,13264578,84101,39832699
769,13264587,84101,39832699
770,13264758,84186,39832614
771,13264785,84275,39832525
772,13264857,84277,39832523
773,13264875,84191,39832609
774,13265478,83921,39832879
775,13265487,83921,39832879
776,13265748,84190,39832610
777,13265784,84110,39832690
778,13265847,84194,39832606
779,13265874,84111,39832689
780,13267458,84109,39832691
781,13267485,84200,39832600
782,13267548,84107,39832693
783,13267584,84196,39832604
784,13267845,84022,39832778
785,13267854,84022,39832778
786,13268457,84200,39832600
787,13268475,84281,39832519
788,13268547,84278,39832522
789,13268574,84192,39832608
790,13268745,84112,39832688
791,13268754,84110,39832690
792,13274568,84111,39832689
793,13274586,84279,39832521
794,13274658,84190,39832610
795,13274685,84364,39832436
796,13274856,84197,39832603
797,13274865,84279,39832521
798,13275468,84190,39832610
799,13275486,84194,39832606
800,13275648,84104,39832696
801,13275684,84198,39832602
802,13275846,84280,39832520
803,13275864,84192,39832608
804,13276458,84107,39832693
805,13276485,84278,39832522
806,13276548,83921,39832879
807,13276584,84109,39832691
808,13276845,84112,39832688
809,13276854,84108,39832692
810,13278456,84022,39832778
811,13278465,84112,39832688
812,13278546,84112,39832688
813,13278564,84019,39832781
814,13278645,84024,39832776
815,13278654,84017,39832783
816,13284567,84019,39832781
817,13284576,84110,39832690
818,13284657,84108,39832692
819,13284675,84194,39832606
820,13284756,84194,39832606
821,13284765,84108,39832692
822,13285467,84110,39832690
823,13285476,84111,39832689
824,13285647,84198,39832602
825,13285674,84023,39832777
826,13285746,84192,39832608
827,13285764,84190,39832610
828,13286457,84196,39832604
829,13286475,84192,39832608
830,13286547,84109,39832691
831,13286574,84193,39832607
832,13286745,84019,39832781
833,13286754,84018,39832782
834,13287456,84022,39832778
835,13287465,84110,39832690
836,13287546,84108,39832692
837,13287564,84018,39832782
838,13287645,84017,39832783
839,13287654,83922,39832878
840,13425678,84097,39832703
841,13425687,84097,39832703
842,13425768,84096,39832704
843,13425786,84182,39832618
844,13425867,84182,39832618
845,13425876,84097,39832703
846,13426578,84097,39832703
847,13426587,84097,39832703
848,13426758,84194,39832606
849,13426785,84109,39832691
850,13426857,84194,39832606
851,13426875,84194,39832606
852,13427568,84194,39832606
853,13427586,84194,39832606
854,13427658,84097,39832703
855,13427685,84194,39832606
856,13427856,84109,39832691
857,13427865,84109,39832691
858,13428567,84109,39832691
859,13428576,84194,39832606
860,13428657,84194,39832606
861,13428675,84108,39832692
862,13428756,84109,39832691
863,13428765,84097,39832703
864,13452678,84111,39832689
865,13452687,84111,39832689
866,13452768,84111,39832689
867,13452786,84116,39832684
868,13452867,84116,39832684
869,13452876,84111,39832689
870,13456278,84111,39832689
871,13456287,84111,39832689
872,13456728,84107,39832693
873,13456782,84015,39832785
874,13456827,84286,39832514
875,13456872,84106,39832694
876,13457268,84375,39832425
877,13457286,84379,39832421
878,13457628,84199,39832601
879,13457682,84107,39832693
880,13457826,84297,39832503
881,13457862,84199,39832601
882,13458267,84300,39832500
883,13458276,84297,39832503
884,13458627,84377,39832423
885,13458672,84197,39832603
886,13458726,84299,39832501
887,13458762,84111,39832689
888,13462578,84368,39832432
889,13462587,84368,39832432
890,13462758,84464,39832336
891,13462785,84386,39832414
892,13462857,84467,39832333
893,13462875,84389,39832411
894,13465278,84203,39832597
895,13465287,84203,39832597
896,13465728,84200,39832600
897,13465782,84109,39832691
898,13465827,84294,39832506
899,13465872,84110,39832690
900,13467258,84389,39832411
901,13467285,84386,39832414
902,13467528,84296,39832504
903,13467582,84285,39832515
904,13467825,84293,39832507
905,13467852,84206,39832594
906,13468257,84476,39832324
907,13468275,84479,39832321
908,13468527,84472,39832328
909,13468572,84287,39832513
910,13468725,84306,39832494
911,13468752,84290,39832510
912,13472568,84393,39832407
913,13472586,84477,39832323
914,13472658,84381,39832419
915,13472685,84477,39832323
916,13472856,84391,39832409
917,13472865,84391,39832409
918,13475268,84470,39832330
919,13475286,84473,39832327
920,13475628,84294,39832506
921,13475682,84286,39832514
922,13475826,84472,39832328
923,13475862,84285,39832515
924,13476258,84391,39832409
925,13476285,84398,39832402
926,13476528,84204,39832596
927,13476582,84112,39832688
928,13476825,84306,39832494
929,13476852,84290,39832510
930,13478256,84308,39832492
931,13478265,84308,39832492
932,13478526,84394,39832406
933,13478562,84207,39832593
934,13478625,84306,39832494
935,13478652,84206,39832594
936,13482567,84300,39832500
937,13482576,84306,39832494
938,13482657,84306,39832494
939,13482675,84303,39832497
940,13482756,84303,39832497
941,13482765,84290,39832510
942,13485267,84388,39832412
943,13485276,84394,39832406
944,13485627,84390,39832410
945,13485672,84205,39832595
946,13485726,84475,39832325
947,13485762,84289,39832511
948,13486257,84482,39832318
949,13486275,84479,39832321
950,13486527,84393,39832407
951,13486572,84291,39832509
952,13486725,84306,39832494
953,13486752,84204,39832596
954,13487256,84308,39832492
955,13487265,84306,39832494
956,13487526,84390,39832410
957,13487562,84206,39832594
958,13487625,84299,39832501
959,13487652,84111,39832689
960,13524678,84186,39832614
961,13524687,84186,39832614
962,13524768,84186,39832614
963,13524786,84196,39832604
964,13524867,84196,39832604
965,13524876,84186,39832614
966,13526478,84366,39832434
967,13526487,84366,39832434
968,13526748,84464,39832336
969,13526784,84375,39832425
970,13526847,84552,39832248
971,13526874,84384,39832416
972,13527468,84460,39832340
973,13527486,84465,39832335
974,13527648,84460,39832340
975,13527684,84384,39832416
976,13527846,84465,39832335
977,13527864,84384,39832416
978,13528467,84463,39832337
979,13528476,84464,39832336
980,13528647,84554,39832246
981,13528674,84384,39832416
982,13528746,84469,39832331
983,13528764,84373,39832427
984,13542678,84190,39832610
985,13542687,84190,39832610
986,13542768,84190,39832610
987,13542786,84198,39832602
988,13542867,84198,39832602
989,13542876,84190,39832610
990,13546278,84201,39832599
991,13546287,84201,39832599
992,13546728,84200,39832600
993,13546782,84107,39832693
994,13546827,84294,39832506
995,13546872,84112,39832688
996,13547268,84378,39832422
997,13547286,84388,39832412
998,13547628,84201,39832599
999,13547682,84107,39832693
1000,13547826,84303,39832497
1001,13547862,84202,39832598
1002,13548267,84306,39832494
1003,13548276,84298,39832502
1004,13548627,84384,39832416
1005,13548672,84202,39832598
1006,13548726,84301,39832499
1007,13548762,84112,39832688
1008,13562478,84293,39832507
1009,13562487,84293,39832507
1010,13562748,84388,39832412
1011,13562784,84386,39832414
1012,13562847,84476,39832324
1013,13562874,84391,39832409
1014,13564278,84289,39832511
1015,13564287,84289,39832511
1016,13564728,84372,39832428
1017,13564782,84285,39832515
1018,13564827,84386,39832414
1019,13564872,84287,39832513
1020,13567248,84294,39832506
1021,13567284,84295,39832505
1022,13567428,84293,39832507
1023,13567482,84293,39832507
1024,13567824,84198,39832602
1025,13567842,84197,39832603
1026,13568247,84478,39832322
1027,13568274,84479,39832321
1028,13568427,84482,39832318
1029,13568472,84465,39832335
1030,13568724,84292,39832508
1031,13568742,84292,39832508
1032,13572468,84468,39832332
1033,13572486,84558,39832242
1034,13572648,84557,39832243
1035,13572684,84565,39832235
1036,13572846,84476,39832324
1037,13572864,84564,39832236
1038,13574268,84554,39832246
1039,13574286,84560,39832240
1040,13574628,84378,39832422
1041,13574682,84368,39832432
1042,13574826,84564,39832236
1043,13574862,84459,39832341
1044,13576248,84386,39832414
1045,13576284,84389,39832411
1046,13576428,84378,39832422
1047,13576482,84376,39832424
1048,13576824,84290,39832510
1049,13576842,84290,39832510
1050,13578246,84384,39832416
1051,13578264,84477,39832323
1052,13578426,84474,39832326
1053,13578462,84379,39832421
1054,13578624,84378,39832422
1055,13578642,84376,39832424
1056,13582467,84476,39832324
1057,13582476,84476,39832324
1058,13582647,84571,39832229
1059,13582674,84487,39832313
1060,13582746,84568,39832232
1061,13582764,84478,39832322
1062,13584267,84482,39832318
1063,13584276,84480,39832320
1064,13584627,84562,39832238
1065,13584672,84459,39832341
1066,13584726,84559,39832241
1067,13584762,84377,39832423
